"s10"	"s11"	"s1"	"s12"	"s13"	"s14"	"s15"	"s16"	"s17"	"s18"	"s19"	"s20"	"s21"	"s2"	"s22"	"s23"	"s24"	"s25"	"s26"	"s27"	"s28"	"s29"	"s30"	"s3"	"s32"	"s34"	"s35"	"s36"	"s37"	"s38"	"s39"	"s40"	"s41"	"s4"	"s5"	"s6"	"s7"	"s9"	"ss11"	"ss1"	"ss12"	"ss13"	"ss14"	"ss15"	"ss16"	"ss18"	"ss19"	"ss21"	"ss2"	"ss23"	"ss24"	"ss25"	"ss26"	"ss27"	"ss28"	"ss29"	"ss30"	"ss3"	"ss4"	"ss5"	"ss7"	"ss8"	"ss9"
"Candidatus Kinetoplastibacterium_Candidatus Kinetoplastibacterium blastocrithidii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09112815002692e-05
"Candidatus Koribacter_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109465599887907	0.000184328739246722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Magnetobacterium_(Candidatus Magnetobacterium)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011396704073182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Obscuribacter_(Candidatus Obscuribacter)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0457989840952619	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Obscuribacter_metagenome"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00185046400384896	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Obscuribacter_uncultured bacterium"	0	0	0	0	0	0	0.028130178668412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Omnitrophus_(Candidatus Omnitrophus)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000547474227650733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.70448955889116e-06	0	0	0	0
"Candidatus Omnitrophus_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40982087114594e-05	0	0	0	0	0	0	0	0	0	0
"Candidatus Ovatusbacter_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09112815002692e-05
"Candidatus Phytoplasma_(Candidatus Phytoplasma)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00394539572319104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Phytoplasma_Mexican potato purple top phytoplasma"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.29226435312691e-05	2.5399908865127e-05	0	0	0	0	0
"Candidatus Portiera_Candidatus Portiera aleyrodidarum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28066918482954e-05	0	0	0	3.48677101642513e-05	0	0	0	0	0	0	0	0	0	0	0	0.000925232001924482	0	0	0	0	0	0	0	0	0	0	0	6.09112815002692e-05
"Candidatus Purcelliella_Candidatus Purcelliella pentastirinorum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109465599887907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Riegeria_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00398930865281047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Rubidus_Candidatus Rubidus massiliensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017969738959592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000295238358843773	0	0	0	0	0	0	0	6.40982087114594e-05	0	0	0	0	0	0	0	0	0	0
"Candidatus Saccharimonas_(Candidatus Saccharimonas)"	0	0.141360130297164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0415793212175811	0.0145585837409737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00517745892752288
"Candidatus Saccharimonas_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00173247171739921	0.0144129979035639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00298465279351319
"Candidatus Schmidhempelia_(Candidatus Schmidhempelia)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109465599887907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Solibacter_(Candidatus Solibacter)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0184894013510366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Solibacter_metagenome"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000291171674819474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Solibacter_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000291171674819474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Sulcia_(Candidatus Sulcia)"	0	0	0	0	0	0	0	0	0	0	0	3.61788217860182e-05	0	0	0	0	0	0	0	0	0	0.000499800079968013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Tenderia_uncultured gamma proteobacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48677101642513e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Tremblaya_(Candidatus Tremblaya)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40982087114594e-05	0	0	0	0	0	0	0	0	0	0
"Candidatus Tremblaya_Candidatus Tremblaya phenacola"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109465599887907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Candidatus Tremblaya_Candidatus Tremblaya princeps"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.29226435312691e-05	0	0	0	0	0	0
"Capnocytophaga_(Capnocytophaga)"	2.29041095890411	0.419470821425279	0.0470400075264012	0	0.289382650345929	0.0313894171086499	0.511356515200045	0	0.00399784116577048	0.0849942628872551	0	0	0	0	0.000759780271545469	0	0.0025745327223109	0.19839957674757	0	0	0.006635834612882	0	0	0	0.421530479896239	0	0	0	0.898087941801326	0.00818621441492526	0	0	0.515932799552401	0	0.000250873610331249	0	0.657177110724601	1.18711136235161	0	0.00197269786159552	0.386100386100386	0.253066047438599	0	0	0	0.757090140503456	1.06102958304216	0	0.0108520442869281	0.28402686984356	0.178107160370463	0	0.00326900864428443	0	0.00164071600846609	0	0	0.0581149914834106	1.94089791177823e-05	0	0.202569169960474	0	0.136197625434602
"Capnocytophaga_Capnocytophaga gingivalis"	0.00547945205479452	0.0430226483513107	0	0	0	0.000405024736885805	0	0	0	0.00106242828609069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00174682405551407	0	0	0	0	0	0	0	0.000267276532318633	0	0	0	0.00341316828768458	0	0	0	0	0.00422824283369978	0	0	0	0	0.00131027253668763	0	0	0	0	0	0	0	0	0	0	0.000380998632976905	0	0	0	0	0.000304556407501346
"Capnocytophaga_Capnocytophaga granulosa"	0.00273972602739726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000426646035960572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6199726595381e-05	0	0	0	0	0
"Capnocytophaga_Capnocytophaga granulosa ATCC 51502"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000655059020817776	0	0	0	0	0	0	0	0.000534553064637266	0	0	0	0.000568861381280763	0	0	0	0	5.71384166716187e-05	0	0	0	0.00346494343479843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Capnocytophaga_Capnocytophaga haemolytica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000304556407501346
"Capnocytophaga_Capnocytophaga leadbetteri"	0	0	0	0	0	0	0.000557033240958654	0	0	0	0	0	0	0	0	0	0	0.00661331922491899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.90921774395443e-05	0	0	0	0.0143637498773393	0	0	0	0	0	0	0	0	0	0.000873515024458421	0	0	0	0	0	0.000256392834845837	0	0	0	0	0	0	0	0	0	0.000182733844500808
"Capnocytophaga_Capnocytophaga sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000436706013878517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Capnocytophaga_Capnocytophaga sp. oral clone ASCH04"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00131027253668763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Capnocytophaga_Capnocytophaga sp. oral clone DZ074"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000284430690640381	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000462616000962241	0	0	0	0	0	0	0	0	0	0	0	0
"Capnocytophaga_Capnocytophaga sp. oral taxon 863 str. F0517"	0	0	0	0	0	0	0	0	0	0.000151775469441527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000142215345320191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5399908865127e-05	0	0	0	0	0
"Capnocytophaga_Capnocytophaga sp. oral taxon 864"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145585837409737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Capnocytophaga_Capnocytophaga sputigena"	0	0	0	0	0	0	0.000557033240958654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000218353006939259	0	0	0	0	0	0	0	0	0	0	0	0.000284430690640381	0	0	0	0	0	0	0	0	0	0.000727929187048684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Capnocytophaga_uncultured bacterium"	0	0.192065394425494	0	0	0	0	0.0874542188305087	0	0	0.00409793767492123	0	0	0	0	0	0	0	0	0	0	0.00423956100267461	0	0	0	0.028276714398634	0	0	0	0	0.00139764636352383	0	0	0.0215603069403697	0	0.00104910782502159	0	0.199101483448267	0	0	0	0	0.00657091791723615	0	0	0	0.187106945479115	0.123165618448637	0	0	0	0.0897475041866748	0	0.000705080295826053	0	0	0	0	0.00106679617233533	0	0	0	0	0.00992853888454388
"Capnocytophaga_uncultured Capnocytophaga sp."	0.597260273972603	0	0	0	0	0	0.184099486136835	0	0.00399784116577048	0.000910652816649162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0408320122976413	0	0	0	0	0	0	0	0.00561280717869129	0	0	0	0.0135104578054181	0	3.48677101642513e-05	0	0	5.71384166716187e-05	0	0	0	0.171514700022522	0.00101910086186816	0	0	0	0.00185046400384896	0	0	0	0	0	0	0.00662937621379815	0	0	0	0	0.0115122322035509
"Cardiobacterium_(Cardiobacterium)"	0	0	0	0	0	0.062373809480414	0	0	0	0.00485681502212886	0	7.23576435720364e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0545882517348146	0	0	0	0.131977081053241	0	0	0	0	0	0	0	0	0	0	0	0	0.000971353083417517	0	0	0	0	0.136996273002562	0	0	0	0.0198924880413764	0	0.000192294626134378	0	0	0	0	0	0	0	0	0	0.0143141511525633
"Cardiobacterium_Cardiobacterium hominis ATCC 15826"	0	0	0	0	0	0.000405024736885805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000327529510408888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000291171674819474	0	0	0	0.000462616000962241	0	0	0	0	0	0	0	0	0	0	0	0
"Cardiobacterium_Cardiobacterium sp. Auto5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000285692083358093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cardiobacterium_Cardiobacterium valvarum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00727929187048684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121822563000538
"Cardiobacterium_uncultured bacterium"	0	0	0	0	0	0	0	0.0160333493666827	0	0.0022766320416229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000218353006939259	0	0	0	0	0	0	0	0	0	0	0	0	0	6.97354203285026e-05	0	0	0	0	0	3.69047948554716e-05	0	0.0956498951781971	0	0	0	0	0	0.000128196417422919	0	0	0	6.29226435312691e-05	0	0	0	0	0	0.00408105586051804
"Carnimonas_(Carnimonas)"	0	0	0	0	0	0	0	0	0	0	0	0	0.00107966875762516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Carnobacterium_(Carnobacterium)"	0	0.00153652315540395	0	0	0	0	0	0	0	0	0	0	0	0.0170127531449519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.29226435312691e-05	0	0	0	0	0	6.09112815002692e-05
"Carnobacterium_Carnobacterium divergens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000320995342357582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Carnobacterium_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000320995342357582	0	0	0	0	0	0	0	0	0	0	0.000218353006939259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09112815002692e-05
"Caryophanon_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000199663766217689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Catellicoccus_(Catellicoccus)"	0	0	0	0	0	0	0	0	0	0.000151775469441527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882153067155558	9.3288881874852	4.24710424710425	0.0196556153350368	1.4197427760147	1.01293545958524	0.0429571812117689	0.256405814175084	0.240216631726066	0.314407127444102	0.00644064417029063	4.36860375997475	1.01359165810827	0.592738595138115	0.000128196417422919	1.26402095314012	1.10748330571461	0.191174127768042	0	0.00627377748968637	0.00177592158927708	0.095376510128077	9.45158102766798	3.44112995582702	0.152521848876674
"Catellicoccus_Catellicoccus marimammalium M35/04/3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000767089623613529	0.34324942791762	0	0.000514245750044568	0.0167028561884082	0.458558620217644	0.00151309658907434	0.00346494343479843	0.00771604938271605	0.00496432306490687	0	0.027050178080339	0.0291448080606212	0.0414202873710972	0	0.244832887319934	0.0164071600846609	0	0	0.000330198815246651	8.73404060300205e-05	0	0.340909090909091	0.207231281016524	0.00852757941003769
"Catellicoccus_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0.000758877347207635	0	0	0	0.000320995342357582	0	0	0.00308943926677308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000941428174434786	1.17770062337252	1.93050193050193	0.000514245750044568	0.150325705695674	0.0410649510642666	0.00243571646046113	0.0311844909131858	0.0205276030747729	0.0182025179046585	0	0.870114061584239	0.184583784383934	0.0542748593138515	0	0.20497637077948	0.301891745557761	0	0.000314613217656345	0.000660397630493302	0.000184385301618932	0.0060556514367033	0.736166007905138	0.278126192943229	0.00962398247704254
"Catellicoccus_uncultured Catellicoccus sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025104751318261	2.18377653278624	4.24710424710425	0.0033711665836255	0.46767997327543	0.0136883170214222	0.0155000138392981	0.0900885293047591	0.0511006289308176	0.0781053495545347	0.000441140011663742	1.45169289031153	0.19614918440799	0.155683149084469	0.000384589252268756	0.0284689403860388	0.305173177574694	0.0031862354628007	0	0.00177799362055889	0.000407588561473429	0.00454173857752748	3.59189723320158	0.9761684026831	0.0263745848896166
"Catenococcus_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48677101642513e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Catenulispora_(Catenulispora)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176456004665497	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Catonella_(Catonella)"	0	0	0	0	0	0	0.0966452673063265	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0348381317176305	0	0	0	0.00764235524287405	0	0	0	0	0	0	0	0	0	0.000410520453269316	0	0	0	0	0	0	0.0549100184214255	0	0	0	0	0.000145585837409737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00255827382301131
"Catonella_Catonella morbi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000368657478493444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142846041679047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Catonella_Catonella sp. oral clone EZ006"	0	0	0.0141120022579204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0058281185005051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Catonella_Catonella sp. oral clone FL037"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016589586532205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Catonella_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0158522715752181	0	0	0	0.00327529510408888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0293120077525404	0	0	0	0	0.000145585837409737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00724844249853204
"Catonella_uncultured Lachnospiraceae bacterium"	0	0	0	0	0	0	0.000278516620479327	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000368657478493444	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000775427522842042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Caulobacter_(Caulobacter)"	0.0246575342465753	0.062997449371562	0	0.0509164969450102	0	0.000202512368442903	0.0172680304697183	0	0	0	0	0.000217072930716109	0.126321244642144	0	0.509432672071237	0.0189969604863222	0.00180217290561763	1.13749090668607	0.0235223676332221	0.000875724799103258	0	0	0.681927506295804	0	0	0.0059890998382943	0	0	0	0.000798655064870758	0.19305928332627	0	8.90921774395443e-05	0.0313938886563416	0.000592973988055679	0.415081954553353	0.00170658414384229	0.480497456189938	0.000139470840657005	0.280123096346564	0.386100386100386	0	0.0835142809420411	0	0.000848810281675847	0	0.03872583275099	0	0.000176456004665497	0.193859609575763	0.227607072473423	0.0257091438855086	0.000769178504537512	0	5.11903394641422	0.283574956189262	0.000314613217656345	0.000304798906381524	0.000116453874706694	0.00302782571835165	0.721343873517787	0.00545345476359274	0.00462925739402046
"Caulobacter_Brevundimonas bacteroides"	0	0	0	0	0	0	0.000278516620479327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Caulobacter_Caulobacter flavus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109465599887907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00164071600846609	0	0	0	0	0	0	0	0
"Caulobacter_Caulobacter fusiformis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00328143201693219	0	0	0	0	0	0	0	0
"Caulobacter_Caulobacter henricii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00164071600846609	0	0	0	0	0	0	0	0
"Caulobacter_Caulobacter mirabilis"	0	0	0	0	0	0	0	0	0.00199892058288524	0	0	0	0	0	0.0011396704073182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28066918482954e-05	0.00193061374210862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00323831200673569	0	0	0	0.068910072355576	0	0	0	0	0	0	0	0
"Caulobacter_Caulobacter rhizosphaerae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293133662577664	0	0	0	0	0	0	0
"Caulobacter_Caulobacter sp. FWC17"	0	0	0	0	0	0	0	0	0	0.000151775469441527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00164071600846609	0	0	0	0	0	0	0	0
"Caulobacter_Caulobacter vibrioides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00661331922491899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000925232001924482	0	0	0	0.0311736041608558	0	0	0	0	0	0	0	0
"Caulobacter_groundwater planktonic bacterium X1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000379890135772735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Caulobacter_metagenome"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48677101642513e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00164071600846609	0	0	0	0	0	0	0	6.09112815002692e-05
"Caulobacter_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00282957471492035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0282645562464669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00328143201693219	0	0	0	0	0	0	0	0
