"B19"	"B20"	"B24"	"B25"	"B27"	"B28"	"X301_11"	"X301_12"	"X301_13"	"X301_15"	"X301_21"	"X301_22"	"X310_3"	"X301_5"	"X301_6"	"X301_8"	"X301_9"	"B32"	"B36"	"B37"	"B4"	"B5"	"B7"	"B9"	"X301_23"	"B26"	"B31"
"Aureimonas_(Aureimonas)"	0.00943485234456081	0.000298393449666993	0.00207288255047469	0	0	0	0.00150199765688366	0.0136855070480361	0.00175669123692143	0.000405391709739536	0	0.00145350949868457	0.00404993570727065	0.00404933964615001	0.00189803742929811	0	0.00830168316626196	0	0.0679347826086956	0	0	0	0	0	0.000221687413652752	0	0.00169677019792824
"Aureimonas_Aurantimonas sp. R-36516"	0	0	0	0	0	0	0	0	0	0.000810783419479072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Aureimonas_Aureimonas altamirensis"	0	0	0	0	0	0	0	0	0	0.00121617512921861	0	0	0	0.00186892599053077	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Aureimonas_Aureimonas endophytica"	0	0	0	0	0	0	0	0	0.00105401474215286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Aureimonas_Aureimonas frigidaquae"	0	0	0	0	0	0	0	0	0	0.00283774196817675	0	0	0	0	0	0	0	0	0	0	0	0	0.00196390345450618	0	0	0	0
"Aureimonas_Aureimonas glaciistagni"	0.0047174261722804	0	0	0	0	0	0	0	0	0	0	0	0	0.000934462995265387	0.000949018714649053	0	0	0	0	0	0	0.0203977562468129	0	0	0	0	0
"Aureimonas_Aureimonas phyllosphaerae"	0	0	0	0	0	0	0	0.00342137676200903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Aureimonas_Aureimonas populi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Aureimonas_Aureimonas sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000314244054502489	0	0	0
"Aureimonas_Aureimonas sp. AU20"	0.047174261722804	0	0	0	0	0.0142490738102023	0	0.00171068838100452	0.00175669123692143	0	0	0.00145350949868457	0.00404993570727065	0.00124595066035385	0.000474509357324526	9.38160230262047e-05	0.00415084158313098	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Aureimonas_Aureimonas sp. AU22"	0	0	0.00207288255047469	0	0	0	0	0.00513206514301355	0	0.000405391709739536	0	0	0.00303745178045299	0.00124595066035385	0.000474509357324526	0	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Aureimonas_Aureimonas sp. AU4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000949018714649053	0	0	0	0	0	0	0	0	0	0	0	0
"Aureimonas_Aureimonas sp. Leaf454"	0	0.000298393449666993	0.00207288255047469	0	0	0	0.00150199765688366	0	0	0.000405391709739536	0	0	0	0.000934462995265387	0.00142352807197358	0	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Aureimonas_Sinorhizobium sp. LSJ-10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Aureimonas_uncultured Alphaproteobacteria bacterium"	0	0	0.00207288255047469	0	0	0	0.00150199765688366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Aureimonas_uncultured bacterium"	0	0	0	0	0	0	0	0.00342137676200903	0.000351338247384287	0.000405391709739536	0	0	0	0.00186892599053077	0.000474509357324526	0.000187632046052409	0.00415084158313098	0	0	0	0	0	0	0	4.43374827305505e-05	0	0.00509031059378473
"Aureispira_(Aureispira)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Aureispira_metagenome"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5930420023017e-05	0
"Aureispira_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	3.5930420023017e-05	0
"Auricoccus-Abyssicoccus_(Auricoccus-Abyssicoccus)"	0	0	0	0	0	0	0	0.147119200766388	0	0.000405391709739536	0	0	0	0	0.000474509357324526	0.00131342432236687	0	0	0	0	0	0	0	0	0	3.5930420023017e-05	0
"Auricoccus-Abyssicoccus_Abyssicoccus albus"	0	0	0	0	0	0	0	0.15909401943342	0	0.000810783419479072	0	0	0	0	0.000474509357324526	0.00187632046052409	0	0	0	0	0	0	0	0	8.86749654611009e-05	3.5930420023017e-05	0
"Auricoccus-Abyssicoccus_Macrococcus brunensis"	0	0	0	0	0	0	0	0.0171068838100452	0	0.000405391709739536	0	0	0	0	0	0.000187632046052409	0	0	0	0	0	0	0	0	0	0	0
"Avibacterium_Avibacterium paragallinarum"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Azadirachta indica_(Azadirachta indica)"	0	0.000895180349000979	0	0	0	0	0	0	0	0	0	0.00145350949868457	0	0.00716421629703464	0.000474509357324526	0.000469080115131024	0	0	0	0	0	0.0101988781234064	0	0	4.43374827305505e-05	0	0.000848385098964122
"Azoarcus_(Azoarcus)"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0.000934462995265387	0.000474509357324526	0.000375264092104819	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Azoarcus_Azoarcus communis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00186892599053077	0	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Azoarcus_Azoarcus indigens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187632046052409	0	0	0	0	0	0	0	0	0	0	0
"Azoarcus_Azoarcus sp. BH72"	0	0	0	0	0	0	0	0	0	0.00121617512921861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Azoarcus_Azoarcus sp. CR23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133012448191651	0	0
"Azoarcus_Azoarcus sp. DN11"	0	0	0	0	0	0	0	0	0.000351338247384287	0.000405391709739536	0	0	0	0.000622975330176925	0	0.000187632046052409	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Azoarcus_Azoarcus sp. PA01"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00165279932105878	0
"Azoarcus_Azoarcus sp. SY39"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0.000823180770497201	0	0	0	0	0	0	0	0	0
"Azoarcus_uncultured bacterium"	0	0	0.0228017080552216	0	0	0.0284981476204047	0.00300399531376731	0.00855344190502258	0.0052700737107643	0.0174318435188	0	0	0.00101248392681766	0.00342636431597309	0.00379607485859621	0.00112579227631446	0.00830168316626196	0	0.0339673913043478	0	0	0	0	0.000314244054502489	0.00159614937829982	0.000287443360184136	0.000848385098964122
"Azoarcus_uncultured bacterium S23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Azohydromonas_(Azohydromonas)"	0	0	0.00621864765142407	0	0	0	0.00150199765688366	0	0.000351338247384287	0	0	0	0	0.000311487665088462	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Azohydromonas_Azohydromonas australica"	0	0	0.00207288255047469	0	0	0	0.00150199765688366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Azohydromonas_uncultured bacterium"	0	0	0.00414576510094938	0	0	0	0	0.00171068838100452	0	0	0	0	0	0.000934462995265387	0.000949018714649053	0	0	0	0	0	0	0	0	0	0	0	0
"Azomonas_Azomonas macrocytogenes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Azomonas_Azomonas sp. KNT-32"	0.00943485234456081	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Azomonas_Pseudomonas tarimensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Azorhizobium_alpha proteobacterium 76712"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187632046052409	0	0	0	0	0	0	0	0	0	0	0
"Azorhizobium_Azorhizobium caulinodans ORS 571"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Azorhizobium_Azorhizobium oxalatiphilum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142352807197358	0	0	0	0	0	0	0	0	0	0	0	0
"Azorhizobium_Azorhizobium sp. pcnb-3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Azospira_(Azospira)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0.000314244054502489	4.43374827305505e-05	0	0
"Azospira_Azospira oryzae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000622975330176925	0	0.000187632046052409	0	0	0	0	0	0	0	0	0	0	0
"Azospira_Azospira sp. AH"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Azospira_uncultured Azospira sp."	0.0047174261722804	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0.000949018714649053	0.000187632046052409	0	0	0	0	0	0	0	0	0	0	0
"Azospira_uncultured bacterium"	0	0	0.00414576510094938	0	0	0	0	0.00171068838100452	0.000351338247384287	0.00243235025843721	0	0.00145350949868457	0	0.000622975330176925	0.00284705614394716	0.000562896138157228	0	0	0	0	0	0	0	0.000314244054502489	0.000221687413652752	3.5930420023017e-05	0.0161193168803183
"Azospira_uncultured Rhodocyclaceae bacterium"	0	0	0	0	0	0	0.00300399531376731	0	0.000351338247384287	0	0	0	0	0.00467231497632694	0	0.000562896138157228	0.00207542079156549	0	0	0	0	0	0	0	0.000221687413652752	7.18608400460341e-05	0
"Azospirillum sp. 47_25_(Azospirillum sp. 47_25)"	0	0	0	0	0	0	0	0.00513206514301355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Azospirillum_(Azospirillum)"	0	0	0.00621864765142407	0	0	0	0	0.00342137676200903	0.00386472072122715	0.00486470051687443	0	0	0	0.00186892599053077	0.00189803742929811	0.000469080115131024	0.00207542079156549	0	0	0	0	0	0	0.000942732163507466	4.43374827305505e-05	0.000323373780207153	0
"Azospirillum_Azospirillum brasilense"	0	0	0	0	0	0	0.00150199765688366	0	0.000351338247384287	0.000405391709739536	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Azospirillum_Azospirillum doebereinerae"	0	0	0	0	0	0	0	0	0.000702676494768574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Azospirillum_Azospirillum humicireducens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.18608400460341e-05	0
"Azospirillum_Azospirillum lipoferum"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000314244054502489	0.000133012448191651	7.18608400460341e-05	0
"Azospirillum_Azospirillum lipoferum 4B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5930420023017e-05	0
"Azospirillum_Azospirillum oryzae"	0	0	0	0	0	0	0	0	0.000702676494768574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Azospirillum_Azospirillum sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000622975330176925	0	0.000281448069078614	0	0	0	0	0	0	0	0	0	0	0
"Azospirillum_Azospirillum sp. CFH 70021"	0	0	0.00414576510094938	0	0	0	0	0	0	0	0	0	0	0	0.000474509357324526	0.000187632046052409	0	0	0	0	0	0	0	0	0	0	0
"Azospirillum_Azospirillum sp. enrichment culture clone Van11"	0	0	0	0	0	0.0142490738102023	0.0360479437652077	0.00342137676200903	0.0312691040172015	0.00202695854869768	0	0	0	0.0049838026414154	0.00474509357324526	9.38160230262047e-05	0.0103771039578274	0	0	0	0	0	0	0.000314244054502489	4.43374827305505e-05	0.000107791260069051	0
"Azospirillum_Azospirillum sp. TSH58"	0	0	0	0	0	0	0	0	0	0.00202695854869768	0	0	0	0	0.000949018714649053	0.000281448069078614	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Azospirillum_Azospirillum sp. TSO22-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5930420023017e-05	0
"Azospirillum_Azospirillum sp. UBH3"	0	0	0	0	0	0	0	0	0.000351338247384287	0.000405391709739536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Azospirillum_Azospirillum thiophilum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	3.5930420023017e-05	0
"Azospirillum_Azospirillum zeae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0.000314244054502489	0	0	0
"Azospirillum_metagenome"	0	0	0	0	0	0	0	0	0.00105401474215286	0.000810783419479072	0	0	0	0	0.00189803742929811	0	0	0	0	0	0	0	0	0.000314244054502489	0	3.5930420023017e-05	0
"Azospirillum_uncultured Azospirillum sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187632046052409	0	0	0	0	0	0	0	0	0	7.18608400460341e-05	0
"Azospirillum_uncultured bacterium"	0	0	0.00207288255047469	0	0	0	0	0	0.00140535298953715	0.00121617512921861	0	0	0	0.000934462995265387	0.000474509357324526	0.000469080115131024	0.00207542079156549	0	0	0	0	0	0	0	0	0.000107791260069051	0
"Azotobacter_(Azotobacter)"	0	0.00119357379866797	0	0	0	0	0	0	0	0	0	0	0	0.0227385995514578	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Azotobacter_Azotobacter beijerinckii"	0	0	0	0	0	0	0	0	0.000702676494768574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Azotobacter_Azotobacter chroococcum"	0	0.00238714759733594	0	0	0	0	0.00300399531376731	0.00513206514301355	0.00316204422645858	0.00202695854869768	0	0	0	0.00965611761774234	0	0	0.00207542079156549	0	0	0	0.107066381156317	0	0	0	4.43374827305505e-05	3.5930420023017e-05	0.000848385098964122
"Azotobacter_Azotobacter nigricans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000934462995265387	0	0	0	0	0	0	0	0	0	0	0	0	0
"Azotobacter_Azotobacter sp. Az15"	0	0	0	0	0	0	0	0	0.000702676494768574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Azotobacter_Azotobacter sp. Msn2"	0	0.000298393449666993	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Azotobacter_Azotobacter vinelandii DJ"	0	0.000596786899333986	0	0	0	0	0	0	0	0	0	0	0	0.00404933964615001	0	0	0	0	0	0	0	0	0	0	0	0	0
"Azotobacter_Pseudomonas sp. NN108"	0	0.000596786899333986	0	0	0	0	0	0	0	0.00121617512921861	0	0	0	0.0130824819337154	0	0	0	0	0	0	0	0	0	0	0.000133012448191651	0	0
"Azotobacter_uncultured bacterium"	0	0	0	0	0	0	0	0	0.000702676494768574	0.00121617512921861	0	0	0	0	0	0	0.00207542079156549	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Azotobacter_uncultured Pseudomonas sp."	0	0	0.00207288255047469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Azovibrio_(Azovibrio)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Azovibrio_uncultured bacterium"	0	0	0.00207288255047469	0	0	0	0	0	0	0.000405391709739536	0	0	0	0.000311487665088462	0.000474509357324526	0.000281448069078614	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_(Bacillus)"	0.0047174261722804	0.00268554104700294	0.373118859085444	0.000399683983197285	0.00496783327951514	0.42747221430607	0.0961278500405539	0.0359244560010948	0.0245936773169001	0.0437823046518699	0	0.0145350949868457	0	0.126775479691004	0.036062711156664	0.0209209731348436	0.107921881161405	0	0	0.00172357331219083	0	0.0611932687404386	0.000981951727253088	0.00659912514455226	0.00221687413652752	0.00398827662255489	0.0161193168803183
"Bacillus_[Bacillus] thermocloacae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00436082731123848	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_[Brevibacterium] frigoritolerans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus acidicola"	0	0	0.00414576510094938	0	0	0	0	0	0.000702676494768574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus aestuarii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus alkalitelluris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00124595066035385	0	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Bacillus_Bacillus amyloliquefaciens"	0	0	0	0	0	0	0	0.00171068838100452	0.00105401474215286	0.000810783419479072	0	0	0	0	0.000474509357324526	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	3.5930420023017e-05	0
"Bacillus_Bacillus anthracis"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus aquimaris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Bacillus_Bacillus aryabhattai"	0	0	0	0	0	0.0142490738102023	0.00150199765688366	0	0.000702676494768574	0.000405391709739536	0	0	0	0.00155743832544231	0.000474509357324526	0.000187632046052409	0	0	0	0	0	0	0	0.000314244054502489	0.000221687413652752	0	0
"Bacillus_Bacillus asahii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000221687413652752	7.18608400460341e-05	0
"Bacillus_Bacillus atrophaeus"	0	0	0.00829153020189876	0	0	0	0	0	0.000702676494768574	0	0	0	0	0.000622975330176925	0	0	0	0	0	0.000344714662438167	0	0	0	0	0	3.5930420023017e-05	0
"Bacillus_Bacillus boroniphilus"	0	0	0.00621864765142407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus carboniphilus"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus cereus"	0	0	0.0145101778533228	0.00359715584877557	0.0149034998385454	0	0.0165219742257202	0.00342137676200903	0.00983747092676003	0.0109455761629675	0	0	0.00202496785363532	0.0099676052828308	0.0071176403598679	0.00440935308223162	0.0269804702903514	0.024695423114916	0	0	0	0.0101988781234064	0	0.0185403992156468	0.00168482434376092	0.0019043122612199	0
"Bacillus_Bacillus circulans"	0	0	0	0	0	0	0.00150199765688366	0	0.000351338247384287	0.00121617512921861	0	0	0	0.00186892599053077	0.000949018714649053	0.000562896138157228	0	0	0	0	0	0	0	0	0.000177349930922202	0	0
"Bacillus_Bacillus clausii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00778719162721156	0	0	0	0	0	0	0	0	0	0.000314244054502489	0	0	0
"Bacillus_Bacillus clausii KSM-K16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000622975330176925	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus coagulans"	0	0	0.00829153020189876	0.000399683983197285	0	0	0	0	0.000702676494768574	0	0	0.00145350949868457	0	0.00124595066035385	0.000949018714649053	0.000562896138157228	0.00415084158313098	0	0	0	0	0.0101988781234064	0	0	0.00088674965461101	0.00097012134062146	0
"Bacillus_Bacillus cohnii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0305966343702193	0	0	0	0	0
"Bacillus_Bacillus drentensis"	0	0	0	0.00026645598879819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	3.5930420023017e-05	0
"Bacillus_Bacillus eiseniae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000314244054502489	4.43374827305505e-05	0	0
"Bacillus_Bacillus filamentosus"	0	0	0.0228017080552216	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0.00142352807197358	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus foraminis"	0	0	0	0	0	0	0.00150199765688366	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus ginsenggisoli"	0	0	0	0	0	0	0	0	0.000702676494768574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus hackensackii"	0	0	0.0207288255047469	0	0	0	0.00450599297065097	0	0	0	0	0.00145350949868457	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000107791260069051	0
"Bacillus_Bacillus halosaccharovorans"	0	0	0	0	0	0	0.00901198594130193	0	0	0	0	0	0	0	0	0	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus halotolerans"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	3.5930420023017e-05	0
"Bacillus_Bacillus horikoshii"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0.00436082731123848	0	0.000187632046052409	0.00622626237469647	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus horneckiae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0.000375264092104819	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus hwajinpoensis"	0	0	0	0	0	0	0	0	0.000702676494768574	0.000405391709739536	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus idriensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus indicus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Bacillus_Bacillus infernus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0145279455409584	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus licheniformis"	0	0.000298393449666993	0.0103644127523734	0.000133227994399095	0	0	0.00300399531376731	0.00171068838100452	0.000702676494768574	0.00121617512921861	0	0	0	0.00155743832544231	0.00284705614394716	0.00112579227631446	0	0.000823180770497201	0	0	0	0	0	0.000314244054502489	0.000177349930922202	0.00129349512082861	0
"Bacillus_Bacillus longiquaesitum"	0	0	0.00829153020189876	0	0	0	0	0	0	0.000810783419479072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus luteolus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus mediterraneensis"	0	0	0.00207288255047469	0	0	0	0	0	0	0	0	0.00436052849605372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus megaterium"	0	0.000298393449666993	0	0	0	0	0	0.00342137676200903	0.000702676494768574	0.000405391709739536	0	0	0	0.00529529030650386	0.00237254678662263	0.000281448069078614	0.00207542079156549	0	0	0	0	0	0	0.000628488109004978	0	0	0
"Bacillus_Bacillus mycoides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.18608400460341e-05	0
"Bacillus_Bacillus nealsonii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101988781234064	0	0	0	0	0
"Bacillus_Bacillus niabensis"	0	0	0	0	0	0	0.00150199765688366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus niacini"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0.000314244054502489	0	0	0
"Bacillus_Bacillus oceanisediminis 2691"	0	0	0	0	0	0	0.00150199765688366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus oryzisoli"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus pseudofirmus OF4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus pseudomycoides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000981951727253088	0	0	0	0
"Bacillus_Bacillus pumilus"	0	0	0	0.000133227994399095	0	0.227985180963237	0	0.0119748186670316	0	0.00162156683895814	0	0.00145350949868457	0	0.000934462995265387	0.000474509357324526	0.000375264092104819	0	0	0	0	0	0	0	0.000628488109004978	0.000399037344574954	0.00341338990218662	0
"Bacillus_Bacillus rubiinfantis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus safensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000314244054502489	0	0.000107791260069051	0
"Bacillus_Bacillus shacheensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00124595066035385	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus simplex"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0103771039578274	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Bacillus_Bacillus sinesaloumensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus siralis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000656712161183433	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus smithii"	0	0	0.00829153020189876	0	0	0	0	0	0	0.000405391709739536	0	0	0	0	0.000949018714649053	0.000375264092104819	0	0	0	0	0	0	0	0	0	0	0
"Bacillus_Bacillus sonorensis"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Bacillus_Bacillus sp. (in: Bacteria)"	0	0.000298393449666993	0.060113593963766	0	0	0.0284981476204047	0	0	0.000702676494768574	0	0	0.00145350949868457	0	0.00591826563668079	0.00237254678662263	0.00103197625328825	0.00207542079156549	0	0	0	0	0.0305966343702193	0	0.000628488109004978	0.000709399723688808	0.00391641578250886	0.00169677019792824
